Index	norge	modell	likestilling	paradoks	myte	voldta
20190107-min-far-henges-feila	0	0	0	0	0	0
20190107-minst-27-drept-i-eks	0	0	0	0	0	0
20190107-nasjonal-forsvarsind	6	0	0	0	0	0
20190107-nrk-frps-stortingsre	1	0	0	0	0	0
20190107-oppgang-pa-tokyo-bor	0	0	0	0	0	0
20190107-over-37-millioner-pa	0	0	0	0	0	0
20190107-per-kleiva---politis	0	0	0	0	0	0
20190107-planlegger-giftemal-	0	0	0	0	0	0
20190107-politiet-planlegger-	1	0	0	0	0	0
20190107-psykologiforskning-g	0	0	0	0	0	0
20190107-putin-feiret-ortodok	0	0	0	0	0	0
20190107-regjeringen-i-gabon-	0	0	0	0	0	0
20190107-restaurantanmeldelse	0	0	0	0	0	0
20190107-rettssaken-mot-seks-	0	0	0	0	0	0
